order_id,order_date,customer_id,status,quantity,unit_price,currency,country,customer_email,postal_code,total_amount
621,2025-10-27,C1568,open,9.0,6.72,BTC,GB,,W1A 0AX,71.54
622,2025-10-01,C8436,open,1.0,106.73,GBP,GB,c84363494@corp.com,XXXXX,111.3
623,2025-08-04,C9042,,10.0,69.43,USD,US,c90429504@corp.com,25768,692.92
624,2025-08-07,C2997,open,2.0,58.16,GBP,GB,,EC1A 1BB,116.0
625,2025-08-13,C4892,open,9.0,73.56,EUR,FR,c48926248@corp.com,51359,654.9
626,2025-08-25,C3735,open,5.0,10.44,EUR,DE,c37354978@mail.org,11304,62.0
627,2025-08-14,C8834,closed,5.0,107.28,USD,US,c883432@mail.org,68139,574.95
628,2025-11-30,C3401,pending,8.0,106.3,USD,US,c34018621@example.com,80693,934.35
629,2025-10-17,C4959,closed,10.0,97.04,EUR,FR,c49593722@shop.net,12747,982.25
630,2025-09-13,C5338,open,12.0,110.65,USD,US,c53385147@example.com,10893,1479.73
631,2025-08-16,C9227,open,3.0,112.13,USD,US,c9227141@shop.net,68542,363.74
632,2025-09-09,C1431,open,5.0,44.77,USD,US,c14313928@example.com,XXXXX,220.43
633,2025-10-30,C6190,pending,4.0,28.03,EUR,DE,,32999,-116.56
634,2025-09-21,C3254,open,4.0,64.89,EUR,DE,c32546491@corp.com,83717,300.55
635,2025-09-07,C2181,,10.0,80.79,EUR,DE,c2181284@shop.net,XXXXX,928.49
636,2025-06-21,C9544,open,10.0,14.19,USD,US,,46108,149.79
637,2025-07-31,C3085,closed,2.0,63.59,USD,US,c30853250@corp.com,19780,133.06
638,2025-06-21,C5957,open,13.0,26.52,USD,US,c59578497@mail.org,61277,350.98
639,2025-08-16,C9467,pending,9.0,57.82,EUR,DE,c94679890@example.com,16691,560.32
640,2025-07-02,C6555,open,1.0,72.15,USD,US,,XXXXX,82.62
641,2025-06-26,C6502,open,5.0,118.74,USD,US,c6502906@corp.com,68843,564.53
642,2025-07-12,C5575,open,3.0,93.17,USD,US,c55756596@mail.org,XXXXX,295.39
643,2025-09-03,C1542,closed,9.0,58.61,EUR,DE,c15428052@shop.net,59419,544.8
644,2025-07-07,C5302,closed,5.0,40.29,EUR,FR,,80719,204.25
645,2025-09-08,C1758,open,5.0,81.41,JPY,FR,c17584450@corp.com,90681,435.52
646,2025-09-30,C5060,closed,5.0,43.87,JPY,DE,c50608097@example.com,94401,221.77
647,2025-06-14,C1024,open,14.0,9999.0,GBP,GB,c10249755@mail.org,M1 1AE,161175.68
648,2025-08-12,C2856,closed,3.0,54.35,EUR,FR,,53950,189.49
649,2025-07-02,C9415,closed,6.0,5.16,USD,US,c94158370@corp.com,XXXXX,35.85
650,2025-08-31,C5958,closed,3.0,38.13,EUR,DE,,60397,123.08
651,2025-09-23,C6512,open,5.0,85.6,BTC,FR,c65127638@mail.org,67461,391.53
652,2025-07-06,C6874,open,8.0,119.62,EUR,DE,c6874249@example.com,XXXXX,933.23
653,2025-11-03,C4982,open,4.0,20.41,GBP,GB,c49822175@mail.org,W1A 0AX,97.02
654,2025-08-04,C1999,closed,6.0,58.96,USD,US,c19993945@mail.org,80094,359.53
655,2025-08-09,C8000,closed,9.0,104.86,EUR,FR,c80005000@shop.net,93219,870.49
656,2025-10-17,C4805,pending,9.0,50.4,EUR,FR,c48053810@mail.org,49129,535.73
657,2025-07-22,C6513,closed,4.0,13.12,GBP,GB,c65138909@corp.com,XXXXX,47.8
658,2025-08-13,C8664,pending,2.0,105.59,USD,US,,XXXXX,203.33
659,2025-08-31,C8528,open,1.0,51.73,EUR,DE,c85285216@corp.com,24051,57.88
660,2025-10-29,C8882,closed,6.0,113.44,GBP,GB,c88826906@corp.com,B33 8TH,620.99
661,2025-10-16,C3479,open,4.0,73.82,EUR,DE,c34793523@shop.net,40689,287.27
662,2025-07-17,C6305,closed,13.0,18.98,GBP,GB,,EC1A 1BB,241.28
663,2025-11-10,C5037,open,6.0,32.48,GBP,GB,c50373593@example.com,M1 1AE,208.31
1495,2025-08-09,C6792,open,13.0,48.69,JPY,US,c67921139@example.com,22854,658.37
665,2025-06-16,C8795,open,1.0,100.91,AUD,US,c87953104@mail.org,22390,91.11
666,2025-06-22,C4687,open,3.0,39.67,GBP,GB,c468793@example.com,M1 1AE,128.6
667,2025-12-03,C5811,pending,8.0,43.54,USD,US,,29979,416.51
668,2025-10-05,C4037,closed,9.0,65.8,USD,US,c40372901@shop.net,44167,612.76
669,2025-08-16,C9093,closed,13.0,106.56,EUR,FR,c90932096@corp.com,19975,1567.83
670,2025-09-23,C3361,open,1.0,20.67,EUR,DE,,72334,19.86
671,2025-08-14,C1169,pending,7.0,22.35,BTC,DE,c11695087@corp.com,80851,167.58
672,2025-09-10,C8826,,3.0,90.81,USD,US,,45194,286.97
673,2025-10-07,C3617,open,10.0,92.1,USD,US,c3617510@shop.net,XXXXX,961.41
674,2025-08-24,C6737,open,10.0,74.49,USD,US,c67379140@corp.com,27358,-853.17
675,2025-07-04,C1622,pending,9.0,46.42,USD,US,c16225083@example.com,55541,451.81
676,2025-07-22,C2929,,7.0,49.31,EUR,FR,c29297971@corp.com,28848,312.88
677,2025-07-28,C9587,open,2.0,90.55,GBP,GB,c9587570@mail.org,XXXXX,188.38
678,2025-09-02,C6217,closed,8.0,56.19,USD,US,,74583,-445.84
679,2025-06-17,C9411,open,2.0,14.7,EUR,DE,c94115874@mail.org,77056,29.43
680,2025-07-20,C5117,closed,14.0,9999.0,GBP,GB,,EC1A 1BB,166299.38
681,2025-08-13,C1493,open,1.0,26.91,BTC,US,,13530,25.6
682,2025-10-26,C3183,pending,3.0,43.92,EUR,DE,,41011,135.66
683,2025-07-12,C4550,open,12.0,15.71,GBP,GB,,EC1A 1BB,189.97
684,2025-06-08,C9524,open,8.0,116.33,USD,US,,59855,962.58
685,2025-10-03,C6007,closed,10.0,101.03,EUR,FR,c60074831@example.com,XXXXX,1211.37
686,2025-07-26,C3753,closed,11.0,56.47,EUR,DE,c37533628@corp.com,XXXXX,-564.65
687,2025-06-13,C5602,open,2.0,80.49,EUR,FR,c56024904@example.com,69052,159.28
688,2025-07-28,C3313,pending,12.0,15.97,EUR,FR,,30882,192.82
689,2025-08-15,C2130,open,3.0,48.39,EUR,FR,,32748,161.3
690,2025-09-15,C1911,closed,12.0,67.04,EUR,FR,c19119991@corp.com,44241,782.81
691,2025-08-08,C9077,closed,3.0,6.9,EUR,FR,c90773096@corp.com,42845,22.51
692,2025-06-24,C5355,closed,1.0,105.74,USD,US,,42428,112.54
693,2025-07-24,C4799,open,14.0,9999.0,EUR,DE,c47994308@example.com,43617,137984.98
694,2025-09-13,C2357,,7.0,52.75,GBP,GB,c23577818@example.com,B33 8TH,362.3
695,2025-09-19,C7454,open,10.0,59.36,USD,US,c74543317@shop.net,84035,643.47
696,2025-10-24,C7442,pending,2.0,17.93,EUR,DE,c74427858@example.com,65581,37.62
697,2025-06-21,C9029,open,13.0,85.39,GBP,GB,c90296981@example.com,EC1A 1BB,1078.69
698,2025-09-27,C9642,closed,6.0,46.75,GBP,GB,c96424327@example.com,W1A 0AX,328.66
699,2025-07-28,C2059,open,5.0,109.68,USD,US,c20598245@example.com,93067,549.53
700,2025-08-16,C6604,,7.0,96.0,USD,US,,91860,760.43
701,2025-08-27,C6568,open,10.0,113.87,EUR,DE,,96423,1296.1
702,2025-11-29,C5354,open,11.0,119.04,USD,US,,60168,1506.6
703,2025-09-06,C7093,pending,12.0,43.88,GBP,GB,c70939145@corp.com,M1 1AE,528.16
704,2025-09-25,C2934,open,10.0,9.47,GBP,GB,c29341616@example.com,B33 8TH,96.92
705,2025-09-09,C9453,pending,1.0,9999.0,EUR,FR,c94537305@example.com,XXXXX,9180.47
706,2025-08-12,C4926,open,11.0,45.69,EUR,DE,c492629@corp.com,50440,542.35
707,2025-06-12,C9644,open,11.0,100.68,EUR,FR,c96448992@mail.org,53194,1293.24
708,2025-08-07,C1989,closed,6.0,117.52,USD,US,c19893768@example.com,93129,786.11
709,2025-10-05,C2103,closed,3.0,107.7,BTC,GB,,EC1A 1BB,300.88
710,2025-08-10,C5817,open,2.0,90.67,EUR,FR,c58177531@example.com,65279,216.39
711,2025-09-14,C2428,pending,13.0,9999.0,GBP,GB,c2428308@shop.net,B33 8TH,145532.0
712,2025-09-07,C4682,closed,13.0,105.06,USD,US,c46823187@corp.com,84790,1623.38
713,2025-07-24,C5729,closed,12.0,47.49,JPY,US,c57294006@corp.com,65036,537.28
714,2025-11-02,C8456,open,3.0,40.54,USD,US,,21446,142.52
715,2025-11-28,C7035,open,9.0,48.82,GBP,GB,,EC1A 1BB,467.73
716,2025-08-04,C7886,open,8.0,107.77,EUR,FR,,35641,995.28
717,2025-08-16,C6665,pending,3.0,41.14,BTC,DE,c6665805@mail.org,92673,145.42
718,2025-07-20,C2139,open,1.0,24.95,USD,US,c21392652@corp.com,84831,29.87
719,2025-09-26,C1091,closed,6.0,71.56,BTC,DE,c10911172@mail.org,39004,499.55
720,2025-09-26,C1802,,6.0,23.43,USD,US,c18029825@mail.org,10720,158.28
721,2025-08-14,C6214,open,5.0,88.98,EUR,DE,c62149488@corp.com,14039,482.85
722,2025-10-04,C7441,open,13.0,0.0,EUR,DE,c74418290@corp.com,88908,0.0
723,2025-10-31,C3043,open,12.0,98.0,GBP,GB,,SW1A 1AA,1234.42
724,2025-08-18,C4491,open,13.0,22.54,USD,US,,46052,328.18
725,2025-08-18,C6454,open,7.0,23.32,BTC,DE,c6454761@corp.com,XXXXX,184.07
943,2025-06-14,C4691,pending,12.0,48.44,GBP,GB,,W1A 0AX,578.87
727,2025-09-03,C9168,open,1.0,108.8,AUD,US,,88044,104.68
728,2025-07-21,C9839,pending,6.0,25.0,USD,US,c98394874@corp.com,91591,135.34
729,2025-08-29,C3109,closed,3.0,14.39,AUD,DE,,18790,45.83
730,2025-07-04,C3675,,2.0,66.99,EUR,FR,c36752817@corp.com,20900,159.57
731,2025-07-19,C5681,pending,12.0,47.0,EUR,FR,c56818462@mail.org,10696,635.8
732,2025-09-12,C8211,pending,14.0,72.05,AUD,FR,c82114395@mail.org,20352,918.7
733,2025-06-10,C4036,,4.0,69.71,EUR,DE,,47622,289.62
734,2025-06-16,C8383,open,3.0,99.53,USD,US,c83836750@corp.com,47607,309.48
735,2025-08-27,C5917,open,14.0,71.05,USD,US,c59178001@example.com,40486,1115.63
736,2025-10-01,C5523,open,7.0,79.28,EUR,FR,c55232574@example.com,XXXXX,-575.65
737,2025-11-15,C8879,open,7.0,109.37,GBP,GB,,XXXXX,709.94
738,2025-10-26,C5833,closed,1.0,58.55,EUR,DE,c58339895@corp.com,XXXXX,57.77
739,2025-08-27,C2197,open,9.0,105.29,EUR,FR,c21974353@example.com,XXXXX,-1088.14
740,2025-11-13,C6719,closed,5.0,94.88,USD,US,c67193742@shop.net,90940,530.95
741,2025-11-08,C3972,open,6.0,75.35,EUR,DE,c39723832@shop.net,XXXXX,444.67
742,2025-07-02,C5828,open,1.0,22.81,USD,US,c58289663@shop.net,XXXXX,23.65
743,2025-07-16,C6707,open,5.0,14.7,GBP,GB,,SW1A 1AA,84.24
744,2025-07-09,C9817,closed,14.0,99.16,BTC,FR,c98179098@shop.net,80066,1452.93
745,2025-07-24,C6626,open,11.0,85.85,GBP,GB,c6626370@shop.net,SW1A 1AA,1032.43
746,2025-08-13,C1378,open,12.0,42.93,USD,US,,35523,546.24
747,2025-12-05,C5119,pending,12.0,77.07,USD,US,c5119755@example.com,46304,1003.21
748,2025-08-11,C1736,pending,7.0,10.12,EUR,DE,c17363456@shop.net,30558,77.62
749,2025-11-25,C6690,pending,6.0,70.72,USD,US,,56621,443.75
750,2025-09-17,C3579,closed,13.0,10.37,EUR,DE,,96196,155.73
751,2025-11-04,C8135,open,9.0,26.31,GBP,GB,c81355080@mail.org,W1A 0AX,251.97
752,2025-08-18,C8349,pending,2.0,5.68,USD,US,,60890,12.2
753,2025-06-18,C2748,pending,13.0,32.99,GBP,GB,c27487684@shop.net,M1 1AE,455.62
754,2025-07-07,C7682,pending,8.0,72.36,USD,US,,46660,596.46
755,2025-11-12,C5491,open,5.0,85.88,EUR,DE,,33364,473.6
756,2025-07-24,C2894,closed,13.0,101.11,GBP,GB,,EC1A 1BB,1286.27
757,2025-08-07,C8104,,6.0,107.56,BTC,US,c81041984@mail.org,34251,723.69
758,2025-07-12,C3226,closed,5.0,114.31,USD,US,c32261736@mail.org,XXXXX,584.16
759,2025-07-13,C2048,closed,2.0,91.13,GBP,GB,c20488949@mail.org,SW1A 1AA,218.09
760,2025-08-24,C2054,closed,7.0,78.67,AUD,US,,XXXXX,566.05
1,2025-09-06,C1721,closed,1.0,25.22,BTC,FR,,95678,24.12
762,2025-10-24,C2478,closed,2.0,23.47,USD,US,,61104,56.29
763,2025-11-12,C6642,closed,13.0,6.72,EUR,FR,c66426532@corp.com,22330,83.66
764,2025-09-16,C3863,open,6.0,81.39,EUR,FR,c38637393@example.com,47808,463.87
765,2025-09-22,C3362,,13.0,44.36,USD,US,c33622439@example.com,46319,636.56
766,2025-10-04,C7698,closed,9.0,57.35,EUR,FR,c76988185@mail.org,XXXXX,514.68
767,2025-07-28,C7930,open,4.0,115.96,JPY,GB,,M1 1AE,522.25
768,2025-08-03,C2633,pending,13.0,31.86,GBP,GB,c26335749@example.com,M1 1AE,381.34
769,2025-10-28,C2347,open,1.0,49.6,USD,US,,83945,47.4
770,2025-09-29,C9613,pending,9.0,13.46,USD,US,,17455,115.05
771,2025-09-19,C1413,open,4.0,95.49,USD,US,c14134189@example.com,XXXXX,457.98
772,2025-08-19,C7760,open,11.0,84.49,USD,US,,50998,1060.02
773,2025-09-02,C1612,closed,11.0,12.05,USD,US,,13540,150.44
774,2025-07-14,C3011,open,5.0,95.59,USD,US,,75412,508.55
775,2025-08-31,C3338,closed,11.0,19.35,EUR,FR,c33381970@shop.net,26729,240.82
776,2025-09-01,C7074,,13.0,48.02,USD,US,c7074283@corp.com,XXXXX,598.57
777,2025-09-01,C9177,closed,5.0,101.23,GBP,GB,c91774784@corp.com,W1A 0AX,533.92
778,2025-08-22,C9386,pending,10.0,118.81,EUR,DE,c93865854@shop.net,27305,1095.29
779,2025-10-18,C4556,closed,5.0,89.85,USD,US,c45567236@example.com,33492,488.17
780,2025-09-25,C2731,pending,13.0,98.75,USD,US,,78060,1474.76
781,2025-10-26,C1752,open,4.0,101.6,JPY,US,,70370,462.38
782,2025-07-07,C8078,pending,12.0,59.33,BTC,FR,,XXXXX,760.29
783,2025-10-25,C2354,open,13.0,58.05,GBP,GB,,SW1A 1AA,721.92
784,2025-11-06,C2722,open,13.0,9999.0,USD,US,c27225023@shop.net,47012,147678.44
785,2025-07-13,C8339,open,8.0,114.41,EUR,DE,c83397469@shop.net,XXXXX,-844.41
786,2025-08-24,C3968,closed,3.0,75.14,EUR,DE,c39684921@corp.com,34989,202.95
787,2025-07-22,C9559,open,14.0,45.1,EUR,DE,,44975,606.15
788,2025-08-10,C4878,open,3.0,0.0,EUR,FR,,XXXXX,0.0
789,2025-08-13,C9086,pending,10.0,88.35,GBP,GB,c90868881@mail.org,M1 1AE,911.6
790,2025-08-03,C5483,closed,6.0,119.53,GBP,GB,,SW1A 1AA,740.62
791,2025-11-03,C1961,pending,5.0,10.01,USD,US,c19611894@corp.com,10800,51.12
792,2025-10-22,C8702,pending,14.0,76.46,AUD,US,c87027375@example.com,61796,980.74
793,2025-09-15,C4048,closed,13.0,115.23,EUR,FR,,79113,-1720.11
794,2025-06-08,C7292,closed,1.0,15.74,GBP,GB,c7292496@mail.org,XXXXX,18.06
795,2025-10-16,C1509,open,2.0,90.39,EUR,FR,c15094282@mail.org,26886,201.52
796,2025-10-21,C3782,open,6.0,55.44,USD,US,c37821828@shop.net,44852,394.42
797,2025-06-08,C2359,pending,5.0,105.51,USD,US,,43456,492.9
798,2025-07-04,C4996,closed,5.0,81.03,USD,US,c49962252@corp.com,43923,401.19
799,2025-11-10,C1689,open,7.0,117.8,EUR,DE,c16895545@corp.com,59633,-836.0
800,2025-08-19,C7516,open,4.0,0.0,GBP,GB,c75167343@mail.org,EC1A 1BB,0.0
801,2025-10-08,C9456,open,8.0,30.06,USD,US,c9456780@example.com,93489,276.81
802,2025-09-04,C8143,closed,10.0,35.24,USD,US,,XXXXX,406.56
803,2025-10-01,C3729,closed,10.0,22.27,USD,US,,82812,200.71
804,2025-10-16,C9170,,10.0,60.67,EUR,DE,c91702930@shop.net,XXXXX,570.31
805,2025-10-01,C3071,closed,7.0,17.22,BTC,US,c30718303@example.com,77009,124.17
806,2025-09-11,C4099,open,4.0,20.0,EUR,DE,c40996692@shop.net,14973,76.71
807,2025-08-02,C3569,closed,5.0,46.22,EUR,FR,,36269,218.81
808,2025-10-02,C1122,pending,2.0,34.53,JPY,US,c11229922@corp.com,72782,75.0
809,2025-07-25,C6531,open,7.0,56.24,USD,US,c65318824@shop.net,81088,383.46
810,2025-08-27,C7103,closed,10.0,97.72,BTC,GB,,SW1A 1AA,935.65
811,2025-08-04,C2615,open,2.0,79.39,EUR,DE,c26153343@corp.com,XXXXX,190.03
812,2025-06-22,C6128,open,8.0,64.04,USD,US,,51789,-481.7
813,2025-07-11,C9206,closed,7.0,113.0,USD,US,,XXXXX,943.82
814,2025-10-30,C9398,closed,1.0,87.51,USD,US,c93987626@example.com,95354,99.41
1309,2025-07-13,C3666,open,7.0,45.51,USD,US,c36667296@shop.net,XXXXX,289.95
816,2025-08-31,C1664,pending,9.0,11.67,USD,US,c16642817@corp.com,70436,99.75
817,2025-08-12,C3615,closed,5.0,37.56,EUR,DE,c36158036@example.com,53794,-171.38
818,2025-11-17,C7561,closed,13.0,21.78,EUR,FR,c75611747@mail.org,88860,319.0
819,2025-06-20,C2358,closed,4.0,24.1,GBP,GB,c23584308@shop.net,W1A 0AX,111.72
820,2025-07-24,C6659,open,13.0,30.87,EUR,DE,c66599503@example.com,49676,364.92
784,2025-09-12,C2863,open,4.0,119.73,USD,US,c28637906@corp.com,XXXXX,514.32
822,2025-11-23,C7839,closed,12.0,89.83,GBP,GB,,XXXXX,1066.94
823,2025-07-20,C1650,closed,14.0,112.15,USD,US,c16507103@example.com,43849,1806.01
824,2025-07-06,C9925,closed,13.0,7.93,USD,US,c99259361@mail.org,19566,118.42
825,2025-07-12,C3959,pending,1.0,97.11,EUR,FR,,38452,108.18
826,2025-08-09,C1464,pending,3.0,33.97,EUR,DE,,25119,114.6
827,2025-09-05,C1909,pending,11.0,72.84,USD,US,,85409,764.36
828,2025-09-03,C9135,open,6.0,33.42,EUR,FR,,25038,221.34
829,2025-06-30,C5517,pending,10.0,86.43,EUR,FR,c55177233@shop.net,67592,992.73
830,2025-11-26,C9246,open,5.0,68.21,EUR,DE,c92467273@example.com,84421,322.78
831,2025-09-24,C6889,open,12.0,36.57,GBP,GB,,EC1A 1BB,462.67
832,2025-08-10,C8481,open,8.0,60.34,EUR,FR,c84812884@example.com,23931,573.53
833,2025-09-18,C7862,pending,11.0,43.74,GBP,GB,,B33 8TH,489.05
834,2025-11-17,C8472,closed,6.0,72.85,USD,US,c84729934@mail.org,97058,-433.24
835,2025-10-16,C3092,open,7.0,87.5,GBP,GB,c30925450@corp.com,W1A 0AX,584.06
836,2025-10-02,C4693,closed,3.0,9.35,USD,US,c46931871@corp.com,59463,26.73
837,2025-09-19,C1187,closed,4.0,87.74,GBP,GB,c11876522@corp.com,SW1A 1AA,331.14
838,2025-06-17,C9869,closed,1.0,109.93,GBP,GB,c98693691@shop.net,SW1A 1AA,99.18
839,2025-07-23,C6870,pending,1.0,61.45,EUR,FR,c68707061@example.com,57842,55.68
840,2025-08-25,C1005,,7.0,43.55,EUR,FR,c10057489@example.com,61699,-276.27
841,2025-09-08,C1350,closed,5.0,7.91,USD,US,,45305,40.8
842,2025-09-11,C7555,closed,8.0,29.8,EUR,DE,c75558096@example.com,46299,278.46
843,2025-08-20,C6107,closed,13.0,14.72,EUR,FR,,13386,186.32
844,2025-06-12,C8477,open,2.0,23.4,GBP,GB,c84776771@example.com,XXXXX,48.55
845,2025-08-18,C4341,open,6.0,116.47,EUR,FR,c4341252@corp.com,87788,763.81
846,2025-07-26,C9521,open,12.0,91.0,USD,US,c95217041@corp.com,63454,1291.95
847,2025-11-20,C1034,closed,9.0,11.47,EUR,DE,,74133,118.78
848,2025-10-12,C6617,open,6.0,6.62,GBP,GB,,EC1A 1BB,36.52
849,2025-06-16,C6301,open,4.0,40.9,JPY,DE,c63011507@corp.com,93973,186.27
850,2025-07-25,C1484,open,13.0,18.66,GBP,GB,c14848352@corp.com,M1 1AE,227.34
851,2025-07-22,C6318,closed,1.0,93.36,AUD,GB,c63181596@shop.net,EC1A 1BB,108.37
852,2025-10-11,C6509,closed,1.0,34.67,USD,US,c65098339@mail.org,20821,40.19
853,2025-10-18,C9244,closed,6.0,50.61,GBP,GB,c92442328@mail.org,W1A 0AX,352.46
854,2025-10-31,C3486,closed,9.0,54.92,USD,US,c34863297@shop.net,55636,452.57
855,2025-11-28,C4945,,10.0,89.27,GBP,GB,c49458450@shop.net,M1 1AE,-948.78
856,2025-09-27,C1132,open,2.0,51.85,GBP,GB,,M1 1AE,117.66
857,2025-09-10,C5325,,3.0,96.33,USD,US,c53259303@mail.org,64661,271.38
858,2025-06-26,C8439,open,10.0,25.84,USD,US,,22630,279.38
859,2025-09-03,C3799,open,13.0,43.09,EUR,FR,c37997057@shop.net,35721,513.1
860,2025-07-05,C8476,open,11.0,34.49,BTC,GB,,SW1A 1AA,435.62
861,2025-09-18,C8555,open,14.0,71.66,USD,US,c85553051@example.com,31878,963.61
862,2025-09-28,C3580,open,4.0,80.01,USD,US,c35808843@shop.net,XXXXX,362.61
863,2025-10-12,C9322,pending,6.0,10.73,EUR,FR,,74552,65.78
864,2025-08-14,C4212,closed,2.0,94.42,GBP,GB,c42129761@corp.com,SW1A 1AA,179.97
865,2025-09-18,C4724,open,3.0,92.04,USD,US,,64302,330.68
866,2025-07-20,C6324,pending,8.0,54.92,EUR,DE,,80185,415.2
867,2025-11-11,C7902,open,1.0,14.69,GBP,GB,c79025287@example.com,W1A 0AX,17.14
868,2025-11-08,C9749,open,13.0,7.99,USD,US,,43363,102.14
869,2025-11-23,C2807,open,2.0,69.58,GBP,GB,c28077976@example.com,EC1A 1BB,149.96
870,2025-09-11,C5247,closed,10.0,97.87,USD,US,c52477659@example.com,58007,1106.33
871,2025-11-05,C1321,open,10.0,48.16,BTC,US,c13218963@corp.com,27487,549.22
872,2025-11-03,C1406,closed,10.0,9999.0,USD,US,c1406297@shop.net,59606,100989.99
873,2025-08-11,C7639,open,14.0,114.85,EUR,FR,c76394708@corp.com,54761,1562.32
874,2025-08-25,C7313,closed,4.0,33.71,EUR,DE,c73131959@example.com,16404,130.48
875,2025-08-26,C9414,open,12.0,110.56,USD,US,c94148801@mail.org,91037,1300.86
876,2025-06-30,C3498,pending,3.0,119.67,AUD,DE,c34981312@corp.com,XXXXX,415.39
877,2025-07-25,C1821,open,3.0,10.73,EUR,DE,c18214106@mail.org,16335,38.29
878,2025-07-30,C4495,pending,12.0,87.59,USD,US,c44953331@example.com,35735,1047.12
879,2025-07-13,C7186,closed,12.0,86.33,USD,US,,XXXXX,1235.66
880,2025-09-08,C8579,closed,8.0,72.37,USD,US,c85794768@example.com,20507,559.24
881,2025-08-15,C9932,open,10.0,27.8,GBP,GB,c99326395@mail.org,B33 8TH,318.45
882,2025-08-04,C5938,open,14.0,106.93,USD,US,c59382542@corp.com,30667,1740.16
883,2025-11-23,C6241,closed,13.0,61.99,AUD,GB,,W1A 0AX,753.43
884,2025-11-05,C7011,closed,6.0,42.11,USD,US,c70111163@shop.net,66920,237.46
885,2025-06-26,C7440,closed,3.0,78.98,EUR,FR,c74401607@mail.org,35012,246.61
886,2025-06-20,C5621,open,2.0,82.85,JPY,DE,,99075,183.27
887,2025-08-11,C5353,open,8.0,33.3,USD,US,,84980,254.4
888,2025-09-29,C4134,closed,7.0,87.23,USD,US,c41345303@example.com,34756,580.27
889,2025-11-22,C9534,,9.0,13.61,EUR,FR,,62833,138.36
890,2025-08-17,C7357,closed,1.0,65.29,USD,US,c73577671@example.com,36113,60.41
891,2025-09-25,C5324,closed,13.0,22.17,EUR,FR,,75803,261.8
892,2025-08-19,C9865,closed,7.0,86.21,GBP,GB,,SW1A 1AA,639.21
893,2025-09-27,C6904,open,10.0,93.89,USD,US,,64183,1095.57
894,2025-10-09,C7451,pending,1.0,36.17,USD,US,,XXXXX,34.83
895,2025-08-08,C1170,open,12.0,0.0,USD,US,,16585,0.0
896,2025-09-02,C7802,open,6.0,32.29,EUR,DE,,97823,227.28
897,2025-08-30,C8448,closed,3.0,93.91,GBP,GB,c84482459@corp.com,M1 1AE,307.16
898,2025-09-07,C6930,open,4.0,48.47,GBP,GB,c69305950@example.com,XXXXX,217.08
899,2025-07-30,C1040,closed,3.0,9999.0,GBP,GB,c10409872@shop.net,SW1A 1AA,34930.98
900,2025-08-22,C7181,open,1.0,51.38,EUR,FR,c71818009@mail.org,15427,57.78
901,2025-08-20,C5278,open,6.0,9.97,EUR,FR,,17256,58.94
902,2025-09-15,C9429,open,14.0,57.89,EUR,DE,,51782,937.49
903,2025-08-04,C3383,closed,9.0,21.57,EUR,FR,c33836766@shop.net,XXXXX,226.48
904,2025-08-06,C8298,,8.0,34.92,USD,US,c8298634@shop.net,55728,307.78
905,2025-07-19,C2129,pending,1.0,55.31,USD,US,c21292478@mail.org,33769,52.92
906,2025-07-13,C9545,open,1.0,95.21,GBP,GB,c9545747@mail.org,EC1A 1BB,-100.89
569,2025-09-12,C7287,open,3.0,75.2,USD,US,c72872767@corp.com,52535,219.95
908,2025-10-17,C5436,closed,8.0,9999.0,EUR,FR,,57144,82566.81
909,2025-09-02,C8842,open,1.0,37.7,USD,US,c88421242@mail.org,42788,36.7
910,2025-08-22,C1067,closed,9.0,98.33,USD,US,c10677845@mail.org,31595,1052.5
911,2025-10-29,C3137,closed,6.0,45.42,GBP,GB,c31371685@example.com,B33 8TH,274.95
912,2025-08-11,C6819,open,1.0,52.25,BTC,GB,c68191909@shop.net,M1 1AE,54.52
913,2025-08-15,C7248,closed,8.0,20.72,JPY,US,,53000,154.17
914,2025-07-13,C1038,pending,8.0,118.87,USD,US,c10381896@mail.org,86253,952.45
915,2025-07-20,C9605,pending,1.0,23.4,BTC,GB,c96058622@corp.com,W1A 0AX,25.41
916,2025-10-09,C1313,closed,7.0,32.72,GBP,GB,c13132737@mail.org,W1A 0AX,209.48
917,2025-08-08,C7948,closed,7.0,117.85,EUR,FR,c79488304@mail.org,47123,902.18
918,2025-08-30,C4946,,13.0,88.41,EUR,DE,c49466505@corp.com,47608,1353.05
919,2025-08-31,C4644,closed,3.0,11.09,EUR,DE,c46442246@shop.net,91126,32.03
920,2025-09-29,C1696,closed,7.0,114.96,USD,US,c16969839@mail.org,50230,953.16
921,2025-08-20,C2621,open,11.0,13.04,EUR,DE,,79290,-159.81
922,2025-09-19,C4781,closed,11.0,77.73,GBP,GB,c47819383@corp.com,W1A 0AX,936.56
923,2025-10-31,C1380,closed,12.0,46.35,JPY,US,,28272,645.74
924,2025-10-05,C5837,open,9.0,87.85,GBP,GB,,W1A 0AX,824.21
925,2025-11-05,C2434,open,3.0,95.15,JPY,DE,,63206,327.52
926,2025-11-27,C6297,open,5.0,108.16,USD,US,,XXXXX,579.86
927,2025-09-10,C2124,closed,5.0,45.93,EUR,FR,c21243322@example.com,66576,274.18
928,2025-06-24,C5853,open,2.0,57.55,GBP,GB,c58538518@mail.org,XXXXX,128.06
929,2025-12-02,C4970,pending,4.0,54.85,USD,US,,60919,255.78
